timestamp,ax,ay,az
114,3.429821014404297,-0.301703006029129,0.2353519946336746
134,-0.2010740041732788,-0.6910099983215332,2.3400659561157227
154,-0.1978069990873336,-0.9401659965515136,1.3325220346450806
174,-0.1419560015201568,-0.8788260221481323,-0.9353449940681458
194,-0.4089320003986358,-1.0898089408874512,-2.969181060791016
214,-0.3001160025596618,-1.279876947402954,-3.35563588142395
234,0.1708050072193145,-1.1333609819412231,-1.2682470083236694
254,1.0149149894714355,-1.0101510286331177,0.4555209875106811
274,1.9609049558639529,-0.2938570082187652,0.5136139988899231
294,2.124099016189575,0.0064909998327493,-1.3596069812774658
314,1.2653429508209229,-0.9059249758720398,-1.2695080041885376
334,0.6645399928092957,-1.6434719562530518,0.9347140192985536
354,1.0947450399398804,-1.5030219554901123,1.9390170574188232
374,1.868636965751648,-1.322253942489624,0.5318509936332703
394,1.3840869665145874,-1.4958419799804688,-0.5498549938201904
414,0.4352560043334961,-2.006938934326172,-0.0197470001876354
434,1.669924020767212,-1.816280961036682,0.0180810000747442
454,2.9829909801483154,-1.3876999616622925,-0.0223469994962215
474,3.6646339893341056,-0.9002879858016968,-0.1519020050764084
494,1.9760860204696653,-1.5029040575027466,1.2679020166397097
514,1.4272550344467163,-1.864897966384888,2.4524168968200684
534,1.5464030504226685,-1.606974959373474,1.784585952758789
554,1.9765779972076416,-1.2723040580749512,1.5894949436187744
574,2.1885299682617188,-0.5915539860725403,1.568956971168518
594,0.8982579708099365,-0.1213150024414062,1.7836519479751587
614,0.5825650095939636,0.4721179902553558,2.342817068099976
634,0.9366809725761414,1.7229559421539309,2.330122947692871
654,0.4618749916553497,2.552290916442871,1.5296789407730105
674,0.2002409994602203,2.909626007080078,0.9450740218162536
694,-0.6436859965324402,2.586000919342041,0.2342880070209503
714,-1.373239040374756,1.8854399919509888,-0.6897349953651428
734,-1.8702330589294436,1.3430019617080688,-2.2404708862304688
754,-1.529109001159668,1.120000958442688,-3.626540899276733
774,-0.7200689911842346,1.301759958267212,-3.5043458938598637
794,-0.8205239772796631,1.1428860425949097,-2.7432620525360107
814,-0.7779359817504883,1.0732070207595823,-1.5016069412231443
834,-0.8121179938316345,0.8769320249557495,-0.296068012714386
854,-0.9594359993934632,0.6482769846916199,0.0895560011267662
874,-0.0393190011382103,0.6644970178604126,1.0038750171661377
894,0.2257149964570999,0.2505579888820648,1.640239953994751
914,0.4740580022335052,-0.3708420097827911,1.9905530214309688
934,1.87395703792572,-0.8613389730453491,3.022433996200561
954,2.615012884140014,-1.539417028427124,4.482198238372803
974,3.0681660175323486,-1.1644259691238403,4.652286052703857
994,2.7361059188842773,-1.3513129949569702,5.121463775634766
1014,0.6138259768486023,-2.478280067443848,5.474856853485107
1034,-0.5645899772644043,-3.399219036102295,3.477668046951294
1054,0.6114609837532043,-3.536140918731689,-0.2242099940776825
1074,3.192615032196045,-3.0074501037597656,-1.712775945663452
1094,4.730632781982422,-2.596127986907959,-1.7240159511566162
1114,2.6922450065612797,-3.274960994720459,-2.186889886856079
1134,-0.6443210244178772,-2.9542150497436523,-2.6988110542297363
1154,-1.891407012939453,-1.9687780141830444,-2.472198963165283
1175,-3.0261800289154053,-1.0622570514678955,-2.547327995300293
1195,-4.297715187072754,-0.0379239991307258,-2.736849069595337
1215,-5.185098171234131,0.4371680021286011,-2.558623075485229
1235,-5.310782909393311,0.6061869859695435,-2.762639045715332
1255,-4.764019966125488,1.489400029182434,-2.584728956222534
1275,-4.2732930183410645,1.688575029373169,-1.9806259870529173
1295,-4.114107131958008,1.7290079593658447,-2.390800952911377
1315,-3.5827889442443848,1.5756850242614746,-2.186113119125366
1335,-3.896825075149536,0.9911580085754396,-2.321352005004883
1355,-3.856528043746948,0.6471409797668457,-1.888224959373474
1375,-3.030097961425781,0.7476109862327576,-1.4471839666366575
1395,-1.5085419416427612,0.9079099893569946,-1.1098779439926147
1415,-0.4310669898986816,0.839622974395752,-0.9861609935760498
1435,0.4505159854888916,0.792078971862793,-0.7738630175590515
1455,1.0940899848937988,0.5894899964332581,0.0628070011734962
1475,1.3709379434585571,0.3113529980182647,0.4779559969902038
1495,1.1225199699401855,-0.4439330101013183,-0.0589069984853267
1515,2.2550530433654785,-0.7013970017433167,-0.1049000024795532
1535,3.7376339435577393,-0.679934024810791,1.1443829536437988
1555,4.618006229400635,-0.5010780096054077,1.823604941368103
1575,4.586243152618408,-0.780210018157959,0.8355870246887207
1595,4.649755001068115,-1.2122939825057983,1.0730149745941162
1615,4.730082988739014,-1.09906804561615,2.9619300365448
1635,3.476533889770508,-1.1994030475616455,3.713234901428223
1655,2.525141954421997,-1.3992969989776611,2.222870111465454
1675,3.772250890731812,-1.1944299936294556,1.27735698223114
1695,3.842081069946289,-0.9647549986839294,0.507748007774353
1715,4.010931015014648,0.0641560032963752,1.4603190422058103
1735,3.4495561122894287,1.925858974456787,1.7006839513778689
