timestamp,ax,ay,az
88,-1.2240320444107056,0.7003499865531921,2.4054300785064697
109,-1.1276999711990356,0.6319029927253723,2.017554998397827
129,0.2709110081195831,0.004418000113219,0.4483549892902374
149,0.5868229866027832,0.4322670102119446,-0.4471330046653747
169,0.6571660041809082,0.5768110156059265,-0.4916050136089325
189,0.2919459939002991,0.758279025554657,0.102012000977993
209,0.4364449977874756,0.4289779961109161,0.4166469871997833
229,0.6703649759292603,0.7628660202026367,0.1744939982891082
249,-1.1242460012435913,2.021034002304077,-2.480962038040161
269,0.3601619899272918,1.960981011390686,-3.6550159454345694
289,1.769063949584961,1.594226956367493,-0.8710500001907349
309,3.0822811126708984,1.7601449489593506,2.7065279483795166
329,2.999859094619751,0.6669719815254211,3.743697881698608
349,1.5871100425720217,-0.4236969947814941,0.5111669898033142
369,-0.1612100005149841,-0.7876459956169128,-2.455573081970215
389,-0.9780539870262146,-1.5844130516052246,-2.6333260536193848
409,-1.2032339572906494,-1.7737040519714355,-2.0731680393218994
429,-0.8807899951934814,-1.7450909614562988,-1.83050799369812
449,-1.1134649515151978,-1.761978030204773,-1.3308850526809692
469,-1.2182179689407349,-1.4636659622192385,-0.2527259886264801
489,-1.020298957824707,-0.9962660074234008,0.2612940073013305
509,-0.5288310050964355,-0.4520100057125091,-0.0766109973192215
529,-1.4872519969940186,-0.2969659864902496,-0.5808709859848022
549,-1.1265610456466677,-0.0172579996287822,-0.7237570285797119
569,-0.820838987827301,0.3217540085315704,-0.7588840126991272
589,-0.6539769768714905,0.4401629865169525,-0.8370460271835327
609,-0.5561450123786926,0.6311439871788025,-0.840349018573761
629,-0.5460129976272583,0.8237720131874084,-0.6760630011558533
649,0.2329510003328323,1.0929739475250244,-0.4537999927997589
669,0.1094089969992637,1.0425430536270142,-0.7454720139503479
689,0.2121009975671768,0.726747989654541,-0.9577419757843018
709,-0.4645740091800689,0.4087980091571808,-0.7435150146484375
729,-0.3651669919490814,0.1605110019445419,0.3158299922943115
749,0.1682119965553283,0.0688069984316825,1.0130109786987305
769,0.1946959942579269,-0.329721987247467,1.2025669813156128
789,-0.1326739937067031,-0.1515019983053207,0.1680430024862289
